target	text	textid
Paul	By so much was Jesus made a surety of a better testament.	787
Paul	And they truly were many priests, because they were not suffered to continue by reason of death:	788
Paul	But this [man], because he continueth ever, hath an unchangeable priesthood.	789
Paul	Wherefore he is able also to save them to the uttermost that come unto God by him, seeing he ever liveth to make intercession for them.	790
Paul	For such an high priest became us, [who is] holy, harmless, undefiled, separate from sinners, and made higher than the heavens;	791
Paul	Who needeth not daily, as those high priests, to offer up sacrifice, first for his own sins, and then for the people’s: for this he did once, when he offered up himself.	792
Paul	For the law maketh men high priests which have infirmity; but the word of the oath, which was since the law, [maketh] the Son, who is consecrated for evermore.	793
Paul	Now of the things which we have spoken [this is] the sum: We have such an high priest, who is set on the right hand of the throne of the Majesty in the heavens;	794
Paul	A minister of the sanctuary, and of the true tabernacle, which the Lord pitched, and not man.	795
Paul	For every high priest is ordained to offer gifts and sacrifices: wherefore [it is] of necessity that this man have somewhat also to offer.	796
Paul	For if he were on earth, he should not be a priest, seeing that there are priests that offer gifts according to the law:	797
Paul	Who serve unto the example and shadow of heavenly things, as Moses was admonished of God when he was about to make the tabernacle: for, See, saith he, [that] thou make all things according to the pattern shewed to thee in the mount.	798
Paul	But now hath he obtained a more excellent ministry, by how much also he is the mediator of a better covenant, which was established upon better promises.	799
Paul	For if that first [covenant] had been faultless, then should no place have been sought for the second.	800
Paul	For finding fault with them, he saith, Behold, the days come, saith the Lord, when I will make a new covenant with the house of Israel and with the house of Judah:	801
Paul	Not according to the covenant that I made with their fathers in the day when I took them by the hand to lead them out of the land of Egypt; because they continued not in my covenant, and I regarded them not, saith the Lord.	802
Paul	For this [is] the covenant that I will make with the house of Israel after those days, saith the Lord; I will put my laws into their mind, and write them in their hearts: and I will be to them a God, and they shall be to me a people:	803
Paul	And they shall not teach every man his neighbour, and every man his brother, saying, Know the Lord: for all shall know me, from the least to the greatest.	804
Paul	For I will be merciful to their unrighteousness, and their sins and their iniquities will I remember no more.	805
Paul	In that he saith, A new [covenant], he hath made the first old.	806
Paul	Now that which decayeth and waxeth old [is] ready to vanish away.	807
Paul	Then verily the first [covenant] had also ordinances of divine service, and a worldly sanctuary.	808
Paul	For there was a tabernacle made; the first, wherein [was] the candlestick, and the table, and the shewbread; which is called the sanctuary.	809
Paul	And after the second veil, the tabernacle which is called the Holiest of all;	810
Paul	Which had the golden censer, and the ark of the covenant overlaid round about with gold, wherein [was] the golden pot that had manna, and Aaron’s rod that budded, and the tables of the covenant;	811
Paul	And over it the cherubims of glory shadowing the mercyseat; of which we cannot now speak particularly.	812
Paul	Now when these things were thus ordained, the priests went always into the first tabernacle, accomplishing the service [of God].	813
Paul	But into the second [went] the high priest alone once every year, not without blood, which he offered for himself, and [for] the errors of the people:	814
Paul	The Holy Ghost this signifying, that the way into the holiest of all was not yet made manifest, while as the first tabernacle was yet standing:	815
Paul	Which [was] a figure for the time then present, in which were offered both gifts and sacrifices, that could not make him that did the service perfect, as pertaining to the conscience;	816
Paul	[Which stood] only in meats and drinks, and divers washings, and carnal ordinances, imposed [on them] until the time of reformation.	817
Paul	But Christ being come an high priest of good things to come, by a greater and more perfect tabernacle, not made with hands, that is to say, not of this building;	818
Paul	Neither by the blood of goats and calves, but by his own blood he entered in once into the holy place, having obtained eternal redemption [for us].	819
Paul	For if the blood of bulls and of goats, and the ashes of an heifer sprinkling the unclean, sanctifieth to the purifying of the flesh:	820
Paul	How much more shall the blood of Christ, who through the eternal Spirit offered himself without spot to God, purge your conscience from dead works to serve the living God?	821
Paul	And for this cause he is the mediator of the new testament, that by means of death, for the redemption of the transgressions [that were] under the first testament, they which are called might receive the promise of eternal inheritance.	822
Paul	For where a testament [is], there must also of necessity be the death of the testator.	823
Paul	For a testament [is] of force after men are dead: otherwise it is of no strength at all while the testator liveth.	824
Paul	Whereupon neither the first [testament] was dedicated without blood.	825
Paul	For when Moses had spoken every precept to all the people according to the law, he took the blood of calves and of goats, with water, and scarlet wool, and hyssop, and sprinkled both the book, and all the people,	826
Paul	Saying, This [is] the blood of the testament which God hath enjoined unto you.	827
Paul	Moreover he sprinkled with blood both the tabernacle, and all the vessels of the ministry.	828
Paul	And almost all things are by the law purged with blood; and without shedding of blood is no remission.	829
Paul	[It was] therefore necessary that the patterns of things in the heavens should be purified with these; but the heavenly things themselves with better sacrifices than these.	830
Paul	For Christ is not entered into the holy places made with hands, [which are] the figures of the true; but into heaven itself, now to appear in the presence of God for us:	831
Paul	Nor yet that he should offer himself often, as the high priest entereth into the holy place every year with blood of others;	832
Paul	For then must he often have suffered since the foundation of the world: but now once in the end of the world hath he appeared to put away sin by the sacrifice of himself.	833
Paul	And as it is appointed unto men once to die, but after this the judgment:	834
Paul	So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.	835
Paul	For the law having a shadow of good things to come, [and] not the very image of the things, can never with those sacrifices which they offered year by year continually make the comers thereunto perfect.	836
Paul	For then would they not have ceased to be offered?	837
Paul	because that the worshippers once purged should have had no more conscience of sins.	838
Paul	But in those [sacrifices there is] a remembrance again [made] of sins every year.	839
Paul	For [it is] not possible that the blood of bulls and of goats should take away sins.	840
Paul	Wherefore when he cometh into the world, he saith, Sacrifice and offering thou wouldest not, but a body hast thou prepared me:	841
Paul	In burnt offerings and [sacrifices] for sin thou hast had no pleasure.	842
Paul	Then said I, Lo, I come (in the volume of the book it is written of me,) to do thy will, O God.	843
Paul	Above when he said, Sacrifice and offering and burnt offerings and [offering] for sin thou wouldest not, neither hadst pleasure [therein]; which are offered by the law;	844
Paul	Then said he, Lo, I come to do thy will, O God.	845
Paul	He taketh away the first, that he may establish the second.	846
Paul	By the which will we are sanctified through the offering of the body of Jesus Christ once [for all].	847
Paul	And every priest standeth daily ministering and offering oftentimes the same sacrifices, which can never take away sins:	848
Paul	But this man, after he had offered one sacrifice for sins for ever, sat down on the right hand of God;	849
Paul	From henceforth expecting till his enemies be made his footstool.	850
Paul	For by one offering he hath perfected for ever them that are sanctified.	851
Paul	[Whereof] the Holy Ghost also is a witness to us: for after that he had said before,	852
Paul	This [is] the covenant that I will make with them after those days, saith the Lord, I will put my laws into their hearts, and in their minds will I write them;	853
Paul	And their sins and iniquities will I remember no more.	854
Paul	Now where remission of these [is, there is] no more offering for sin.	855
Paul	Having therefore, brethren, boldness to enter into the holiest by the blood of Jesus,	856
Paul	By a new and living way, which he hath consecrated for us, through the veil, that is to say, his flesh;	857
Paul	And [having] an high priest over the house of God;	858
Paul	Let us draw near with a true heart in full assurance of faith, having our hearts sprinkled from an evil conscience, and our bodies washed with pure water.	859
Paul	Let us hold fast the profession of [our] faith without wavering; (for he [is] faithful that promised;)	860
Paul	And let us consider one another to provoke unto love and to good works:	861
Paul	Not forsaking the assembling of ourselves together, as the manner of some [is]; but exhorting [one another]: and so much the more, as ye see the day approaching.	862
Paul	For if we sin wilfully after that we have received the knowledge of the truth, there remaineth no more sacrifice for sins,	863
Paul	But a certain fearful looking for of judgment and fiery indignation, which shall devour the adversaries.	864
Paul	He that despised Moses’ law died without mercy under two or three witnesses:	865
Paul	Of how much sorer punishment, suppose ye, shall he be thought worthy, who hath trodden under foot the Son of God, and hath counted the blood of the covenant, wherewith he was sanctified, an unholy thing, and hath done despite unto the Spirit of grace?	866
Paul	For we know him that hath said, Vengeance [belongeth] unto me, I will recompense, saith the Lord.	867
Paul	And again, The Lord shall judge his people.	868
Paul	[It is] a fearful thing to fall into the hands of the living God.	869
Paul	But call to remembrance the former days, in which, after ye were illuminated, ye endured a great fight of afflictions;	870
Paul	Partly, whilst ye were made a gazingstock both by reproaches and afflictions; and partly, whilst ye became companions of them that were so used.	871
Paul	For ye had compassion of me in my bonds, and took joyfully the spoiling of your goods, knowing in yourselves that ye have in heaven a better and an enduring substance.	872
Paul	Cast not away therefore your confidence, which hath great recompence of reward.	873
Paul	For ye have need of patience, that, after ye have done the will of God, ye might receive the promise.	874
Paul	For yet a little while, and he that shall come will come, and will not tarry.	875
Paul	Now the just shall live by faith: but if [any man] draw back, my soul shall have no pleasure in him.	876
Paul	But we are not of them who draw back unto perdition; but of them that believe to the saving of the soul.	877
Paul	Now faith is the substance of things hoped for, the evidence of things not seen.	878
Paul	For by it the elders obtained a good report.	879
Paul	Through faith we understand that the worlds were framed by the word of God, so that things which are seen were not made of things which do appear.	880
Paul	By faith Abel offered unto God a more excellent sacrifice than Cain, by which he obtained witness that he was righteous, God testifying of his gifts: and by it he being dead yet speaketh.	881
Paul	By faith Enoch was translated that he should not see death; and was not found, because God had translated him: for before his translation he had this testimony, that he pleased God.	882
Paul	But without faith [it is] impossible to please [him]: for he that cometh to God must believe that he is, and [that] he is a rewarder of them that diligently seek him.	883
Paul	By faith Noah, being warned of God of things not seen as yet, moved with fear, prepared an ark to the saving of his house; by the which he condemned the world, and became heir of the righteousness which is by faith.	884
Paul	By faith Abraham, when he was called to go out into a place which he should after receive for an inheritance, obeyed; and he went out, not knowing whither he went.	885
Paul	By faith he sojourned in the land of promise, as [in] a strange country, dwelling in tabernacles with Isaac and Jacob, the heirs with him of the same promise:	886
Paul	For he looked for a city which hath foundations, whose builder and maker [is] God.	887
Paul	Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.	888
Paul	Therefore sprang there even of one, and him as good as dead, [so many] as the stars of the sky in multitude, and as the sand which is by the sea shore innumerable.	889
Paul	These all died in faith, not having received the promises, but having seen them afar off, and were persuaded of [them], and embraced [them], and confessed that they were strangers and pilgrims on the earth.	890
Paul	For they that say such things declare plainly that they seek a country.	891
Paul	And truly, if they had been mindful of that [country] from whence they came out, they might have had opportunity to have returned.	892
Paul	But now they desire a better [country], that is, an heavenly: wherefore God is not ashamed to be called their God: for he hath prepared for them a city.	893
Paul	By faith Abraham, when he was tried, offered up Isaac: and he that had received the promises offered up his only begotten [son],	894
Paul	Of whom it was said, That in Isaac shall thy seed be called:	895
Paul	Accounting that God [was] able to raise [him] up, even from the dead; from whence also he received him in a figure.	896
Paul	By faith Isaac blessed Jacob and Esau concerning things to come.	897
Paul	By faith Jacob, when he was a dying, blessed both the sons of Joseph; and worshipped, [leaning] upon the top of his staff.	898
Paul	By faith Joseph, when he died, made mention of the departing of the children of Israel; and gave commandment concerning his bones.	899
Paul	By faith Moses, when he was born, was hid three months of his parents, because they saw [he was] a proper child; and they were not afraid of the king’s commandment.	900
Paul	By faith Moses, when he was come to years, refused to be called the son of Pharaoh’s daughter;	901
Paul	Choosing rather to suffer affliction with the people of God, than to enjoy the pleasures of sin for a season;	902
Paul	Esteeming the reproach of Christ greater riches than the treasures in Egypt: for he had respect unto the recompence of the reward.	903
Paul	By faith he forsook Egypt, not fearing the wrath of the king: for he endured, as seeing him who is invisible.	904
Paul	Through faith he kept the passover, and the sprinkling of blood, lest he that destroyed the firstborn should touch them.	905
Paul	By faith they passed through the Red sea as by dry [land]: which the Egyptians assaying to do were drowned.	906
Paul	By faith the walls of Jericho fell down, after they were compassed about seven days.	907
Paul	By faith the harlot Rahab perished not with them that believed not, when she had received the spies with peace.	908
Paul	And what shall I more say?	909
Paul	for the time would fail me to tell of Gedeon, and [of] Barak, and [of] Samson, and [of] Jephthae; [of] David also, and Samuel, and [of] the prophets:	910
Paul	Who through faith subdued kingdoms, wrought righteousness, obtained promises, stopped the mouths of lions,	911
Paul	Quenched the violence of fire, escaped the edge of the sword, out of weakness were made strong, waxed valiant in fight, turned to flight the armies of the aliens.	912
Paul	Women received their dead raised to life again: and others were tortured, not accepting deliverance; that they might obtain a better resurrection:	913
Paul	And others had trial of [cruel] mockings and scourgings, yea, moreover of bonds and imprisonment:	914
Paul	They were stoned, they were sawn asunder, were tempted, were slain with the sword: they wandered about in sheepskins and goatskins; being destitute, afflicted, tormented;	915
Paul	(Of whom the world was not worthy:) they wandered in deserts, and [in] mountains, and [in] dens and caves of the earth.	916
Paul	And these all, having obtained a good report through faith, received not the promise:	917
Paul	God having provided some better thing for us, that they without us should not be made perfect.	918
Paul	Wherefore seeing we also are compassed about with so great a cloud of witnesses, let us lay aside every weight, and the sin which doth so easily beset [us], and let us run with patience the race that is set before us,	919
Paul	Looking unto Jesus the author and finisher of [our] faith; who for the joy that was set before him endured the cross, despising the shame, and is set down at the right hand of the throne of God.	920
Paul	For consider him that endured such contradiction of sinners against himself, lest ye be wearied and faint in your minds.	921
Paul	Ye have not yet resisted unto blood, striving against sin.	922
Paul	And ye have forgotten the exhortation which speaketh unto you as unto children, My son, despise not thou the chastening of the Lord, nor faint when thou art rebuked of him:	923
Paul	For whom the Lord loveth he chasteneth, and scourgeth every son whom he receiveth.	924
Paul	If ye endure chastening, God dealeth with you as with sons; for what son is he whom the father chasteneth not?	925
Paul	But if ye be without chastisement, whereof all are partakers, then are ye bastards, and not sons.	926
Paul	Furthermore we have had fathers of our flesh which corrected [us], and we gave [them] reverence: shall we not much rather be in subjection unto the Father of spirits, and live?	927
Paul	For they verily for a few days chastened [us] after their own pleasure; but he for [our] profit, that [we] might be partakers of his holiness.	928
Paul	Now no chastening for the present seemeth to be joyous, but grievous: nevertheless afterward it yieldeth the peaceable fruit of righteousness unto them which are exercised thereby.	929
Paul	Wherefore lift up the hands which hang down, and the feeble knees;	930
Paul	And make straight paths for your feet, lest that which is lame be turned out of the way; but let it rather be healed.	931
Paul	Follow peace with all [men], and holiness, without which no man shall see the Lord:	932
Paul	Looking diligently lest any man fail of the grace of God; lest any root of bitterness springing up trouble [you], and thereby many be defiled;	933
Paul	Lest there [be] any fornicator, or profane person, as Esau, who for one morsel of meat sold his birthright.	934
Paul	For ye know how that afterward, when he would have inherited the blessing, he was rejected: for he found no place of repentance, though he sought it carefully with tears.	935
Paul	For ye are not come unto the mount that might be touched, and that burned with fire, nor unto blackness, and darkness, and tempest,	936
Paul	And the sound of a trumpet, and the voice of words; which [voice] they that heard intreated that the word should not be spoken to them any more:	937
Paul	(For they could not endure that which was commanded, And if so much as a beast touch the mountain, it shall be stoned, or thrust through with a dart:	938
Paul	And so terrible was the sight, [that] Moses said, I exceedingly fear and quake:)	939
Paul	But ye are come unto mount Sion, and unto the city of the living God, the heavenly Jerusalem, and to an innumerable company of angels,	940
Paul	To the general assembly and church of the firstborn, which are written in heaven, and to God the Judge of all, and to the spirits of just men made perfect,	941
Paul	And to Jesus the mediator of the new covenant, and to the blood of sprinkling, that speaketh better things than [that of] Abel.	942
Paul	See that ye refuse not him that speaketh.	943
Paul	For if they escaped not who refused him that spake on earth, much more [shall not] we [escape], if we turn away from him that [speaketh] from heaven:	944
Paul	Whose voice then shook the earth: but now he hath promised, saying, Yet once more I shake not the earth only, but also heaven.	945
Paul	And this [word], Yet once more, signifieth the removing of those things that are shaken, as of things that are made, that those things which cannot be shaken may remain.	946
Paul	Wherefore we receiving a kingdom which cannot be moved, let us have grace, whereby we may serve God acceptably with reverence and godly fear:	947
Paul	For our God [is] a consuming fire.	948
Paul	Let brotherly love continue.	949
Paul	Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.	950
Paul	Remember them that are in bonds, as bound with them; [and] them which suffer adversity, as being yourselves also in the body.	951
Paul	Marriage [is] honourable in all, and the bed undefiled: but whoremongers and adulterers God will judge.	952
Paul	[Let your] conversation [be] without covetousness; [and be] content with such things as ye have: for he hath said, I will never leave thee, nor forsake thee.	953
Paul	So that we may boldly say, The Lord [is] my helper, and I will not fear what man shall do unto me.	954
Paul	Remember them which have the rule over you, who have spoken unto you the word of God: whose faith follow, considering the end of [their] conversation.	955
Paul	Jesus Christ the same yesterday, and to day, and for ever.	956
Paul	Be not carried about with divers and strange doctrines.	957
Paul	For [it is] a good thing that the heart be established with grace; not with meats, which have not profited them that have been occupied therein.	958
Paul	We have an altar, whereof they have no right to eat which serve the tabernacle.	959
Paul	For the bodies of those beasts, whose blood is brought into the sanctuary by the high priest for sin, are burned without the camp.	960
Paul	Wherefore Jesus also, that he might sanctify the people with his own blood, suffered without the gate.	961
Paul	Let us go forth therefore unto him without the camp, bearing his reproach.	962
Paul	For here have we no continuing city, but we seek one to come.	963
Paul	By him therefore let us offer the sacrifice of praise to God continually, that is, the fruit of [our] lips giving thanks to his name.	964
Paul	But to do good and to communicate forget not: for with such sacrifices God is well pleased.	965
Paul	Obey them that have the rule over you, and submit yourselves: for they watch for your souls, as they that must give account, that they may do it with joy, and not with grief: for that [is] unprofitable for you.	966
Paul	Pray for us: for we trust we have a good conscience, in all things willing to live honestly.	967
Paul	But I beseech [you] the rather to do this, that I may be restored to you the sooner.	968
Paul	Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,	969
Paul	Make you perfect in every good work to do his will, working in you that which is wellpleasing in his sight, through Jesus Christ; to whom [be] glory for ever and ever.	970
Paul	And I beseech you, brethren, suffer the word of exhortation: for I have written a letter unto you in few words.	971
Paul	Know ye that [our] brother Timothy is set at liberty; with whom, if he come shortly, I will see you.	972
Paul	Salute all them that have the rule over you, and all the saints.	973
Paul	They of Italy salute you.	974
Paul	Grace [be] with you all.	975
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	976
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	977
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	978
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	979
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	980
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	981
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	982
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	983
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	984
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	985
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	986
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	987
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	988
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	989
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	990
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	991
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	992
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	993
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	994
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	995
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	996
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	997
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	998
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	999
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	1000
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	1001
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	1002
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	1003
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1004
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1005
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1006
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1007
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1008
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1009
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	1010
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1011
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1012
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1013
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1014
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1015
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1016
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	1017
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1018
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1019
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1020
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1021
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1022
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1023
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	1024
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1025
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1026
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1027
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1028
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1029
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1030
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	1031
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1032
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1033
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1034
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1035
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1036
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1037
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	1038
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1039
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1040
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1041
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1042
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1043
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1044
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	1045
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1046
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1047
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1048
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1049
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1050
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1051
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	1052
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1053
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1054
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1055
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1056
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1057
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1058
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	1059
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1060
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1061
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1062
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1063
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1064
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1065
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	1066
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1067
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1068
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1069
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1070
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1071
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1072
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	1073
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1074
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1075
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1076
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1077
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1078
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1079
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	1080
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1081
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1082
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1083
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1084
