label	text	textid
John	For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved.	3635
John	But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God.	3636
John	After these things came Jesus and his disciples into the land of Judaea; and there he tarried with them, and baptized.	3637
John	And John also was baptizing in AEnon near to Salim, because there was much water there: and they came, and were baptized.	3638
John	For John was not yet cast into prison.	3639
John	Then there arose a question between [some] of John’s disciples and the Jews about purifying.	3640
John	And they came unto John, and said unto him, Rabbi, he that was with thee beyond Jordan, to whom thou barest witness, behold, the same baptizeth, and all [men] come to him.	3641
John	John answered and said, A man can receive nothing, except it be given him from heaven.	3642
John	Ye yourselves bear me witness, that I said, I am not the Christ, but that I am sent before him.	3643
John	He that hath the bride is the bridegroom: but the friend of the bridegroom, which standeth and heareth him, rejoiceth greatly because of the bridegroom’s voice: this my joy therefore is fulfilled.	3644
John	He must increase, but I [must] decrease.	3645
John	He that cometh from above is above all: he that is of the earth is earthly, and speaketh of the earth: he that cometh from heaven is above all.	3646
John	And what he hath seen and heard, that he testifieth; and no man receiveth his testimony.	3647
John	He that hath received his testimony hath set to his seal that God is true.	3648
John	For he whom God hath sent speaketh the words of God: for God giveth not the Spirit by measure [unto him].	3649
John	The Father loveth the Son, and hath given all things into his hand.	3650
John	He that believeth on the Son hath everlasting life: and he that believeth not the Son shall not see life; but the wrath of God abideth on him.	3651
John	When therefore the Lord knew how the Pharisees had heard that Jesus made and baptized more disciples than John,	3652
John	(Though Jesus himself baptized not, but his disciples,)	3653
John	He left Judaea, and departed again into Galilee.	3654
John	And he must needs go through Samaria.	3655
John	Then cometh he to a city of Samaria, which is called Sychar, near to the parcel of ground that Jacob gave to his son Joseph.	3656
John	Now Jacob’s well was there.	3657
John	Jesus therefore, being wearied with [his] journey, sat thus on the well: [and] it was about the sixth hour.	3658
John	There cometh a woman of Samaria to draw water: Jesus saith unto her, Give me to drink.	3659
John	(For his disciples were gone away unto the city to buy meat.)	3660
John	Then saith the woman of Samaria unto him, How is it that thou, being a Jew, askest drink of me, which am a woman of Samaria?	3661
John	for the Jews have no dealings with the Samaritans.	3662
John	Jesus answered and said unto her, If thou knewest the gift of God, and who it is that saith to thee, Give me to drink; thou wouldest have asked of him, and he would have given thee living water.	3663
John	The woman saith unto him, Sir, thou hast nothing to draw with, and the well is deep: from whence then hast thou that living water?	3664
John	Art thou greater than our father Jacob, which gave us the well, and drank thereof himself, and his children, and his cattle?	3665
John	Jesus answered and said unto her, Whosoever drinketh of this water shall thirst again:	3666
John	But whosoever drinketh of the water that I shall give him shall never thirst; but the water that I shall give him shall be in him a well of water springing up into everlasting life.	3667
John	The woman saith unto him, Sir, give me this water, that I thirst not, neither come hither to draw.	3668
John	Jesus saith unto her, Go, call thy husband, and come hither.	3669
John	The woman answered and said, I have no husband.	3670
John	Jesus said unto her, Thou hast well said, I have no husband:	3671
John	For thou hast had five husbands; and he whom thou now hast is not thy husband: in that saidst thou truly.	3672
John	The woman saith unto him, Sir, I perceive that thou art a prophet.	3673
John	Our fathers worshipped in this mountain; and ye say, that in Jerusalem is the place where men ought to worship.	3674
John	Jesus saith unto her, Woman, believe me, the hour cometh, when ye shall neither in this mountain, nor yet at Jerusalem, worship the Father.	3675
John	Ye worship ye know not what: we know what we worship: for salvation is of the Jews.	3676
John	But the hour cometh, and now is, when the true worshippers shall worship the Father in spirit and in truth: for the Father seeketh such to worship him.	3677
John	God [is] a Spirit: and they that worship him must worship [him] in spirit and in truth.	3678
John	The woman saith unto him, I know that Messias cometh, which is called Christ: when he is come, he will tell us all things.	3679
John	Jesus saith unto her, I that speak unto thee am [he].	3680
John	And upon this came his disciples, and marvelled that he talked with the woman: yet no man said, What seekest thou?	3681
John	or, Why talkest thou with her?	3682
John	The woman then left her waterpot, and went her way into the city, and saith to the men,	3683
John	Come, see a man, which told me all things that ever I did: is not this the Christ?	3684
John	Then they went out of the city, and came unto him.	3685
John	In the mean while his disciples prayed him, saying, Master, eat.	3686
John	But he said unto them, I have meat to eat that ye know not of.	3687
John	Therefore said the disciples one to another, Hath any man brought him [ought] to eat?	3688
John	Jesus saith unto them, My meat is to do the will of him that sent me, and to finish his work.	3689
John	Say not ye, There are yet four months, and [then] cometh harvest?	3690
John	behold, I say unto you, Lift up your eyes, and look on the fields; for they are white already to harvest.	3691
John	And he that reapeth receiveth wages, and gathereth fruit unto life eternal: that both he that soweth and he that reapeth may rejoice together.	3692
John	And herein is that saying true, One soweth, and another reapeth.	3693
John	I sent you to reap that whereon ye bestowed no labour: other men laboured, and ye are entered into their labours.	3694
John	And many of the Samaritans of that city believed on him for the saying of the woman, which testified, He told me all that ever I did.	3695
John	So when the Samaritans were come unto him, they besought him that he would tarry with them: and he abode there two days.	3696
John	And many more believed because of his own word;	3697
John	And said unto the woman, Now we believe, not because of thy saying: for we have heard [him] ourselves, and know that this is indeed the Christ, the Saviour of the world.	3698
John	Now after two days he departed thence, and went into Galilee.	3699
John	For Jesus himself testified, that a prophet hath no honour in his own country.	3700
John	Then when he was come into Galilee, the Galilaeans received him, having seen all the things that he did at Jerusalem at the feast: for they also went unto the feast.	3701
John	So Jesus came again into Cana of Galilee, where he made the water wine.	3702
John	And there was a certain nobleman, whose son was sick at Capernaum.	3703
John	When he heard that Jesus was come out of Judaea into Galilee, he went unto him, and besought him that he would come down, and heal his son: for he was at the point of death.	3704
John	Then said Jesus unto him, Except ye see signs and wonders, ye will not believe.	3705
John	The nobleman saith unto him, Sir, come down ere my child die.	3706
John	Jesus saith unto him, Go thy way; thy son liveth.	3707
John	And the man believed the word that Jesus had spoken unto him, and he went his way.	3708
John	And as he was now going down, his servants met him, and told [him], saying, Thy son liveth.	3709
John	Then inquired he of them the hour when he began to amend.	3710
John	And they said unto him, Yesterday at the seventh hour the fever left him.	3711
John	So the father knew that [it was] at the same hour, in the which Jesus said unto him, Thy son liveth: and himself believed, and his whole house.	3712
John	This [is] again the second miracle [that] Jesus did, when he was come out of Judaea into Galilee.	3713
John	After this there was a feast of the Jews; and Jesus went up to Jerusalem.	3714
John	Now there is at Jerusalem by the sheep [market] a pool, which is called in the Hebrew tongue Bethesda, having five porches.	3715
John	In these lay a great multitude of impotent folk, of blind, halt, withered, waiting for the moving of the water.	3716
John	For an angel went down at a certain season into the pool, and troubled the water: whosoever then first after the troubling of the water stepped in was made whole of whatsoever disease he had.	3717
John	And a certain man was there, which had an infirmity thirty and eight years.	3718
John	When Jesus saw him lie, and knew that he had been now a long time [in that case], he saith unto him, Wilt thou be made whole?	3719
John	The impotent man answered him, Sir, I have no man, when the water is troubled, to put me into the pool: but while I am coming, another steppeth down before me.	3720
John	Jesus saith unto him, Rise, take up thy bed, and walk.	3721
John	And immediately the man was made whole, and took up his bed, and walked: and on the same day was the sabbath.	3722
John	The Jews therefore said unto him that was cured, It is the sabbath day: it is not lawful for thee to carry [thy] bed.	3723
John	He answered them, He that made me whole, the same said unto me, Take up thy bed, and walk.	3724
John	Then asked they him, What man is that which said unto thee, Take up thy bed, and walk?	3725
John	And he that was healed wist not who it was: for Jesus had conveyed himself away, a multitude being in [that] place.	3726
John	Afterward Jesus findeth him in the temple, and said unto him, Behold, thou art made whole: sin no more, lest a worse thing come unto thee.	3727
John	The man departed, and told the Jews that it was Jesus, which had made him whole.	3728
John	And therefore did the Jews persecute Jesus, and sought to slay him, because he had done these things on the sabbath day.	3729
John	But Jesus answered them, My Father worketh hitherto, and I work.	3730
John	Therefore the Jews sought the more to kill him, because he not only had broken the sabbath, but said also that God was his Father, making himself equal with God.	3731
John	Then answered Jesus and said unto them, Verily, verily, I say unto you, The Son can do nothing of himself, but what he seeth the Father do: for what things soever he doeth, these also doeth the Son likewise.	3732
John	For the Father loveth the Son, and sheweth him all things that himself doeth: and he will shew him greater works than these, that ye may marvel.	3733
John	For as the Father raiseth up the dead, and quickeneth [them]; even so the Son quickeneth whom he will.	3734
John	For the Father judgeth no man, but hath committed all judgment unto the Son:	3735
John	That all [men] should honour the Son, even as they honour the Father.	3736
John	He that honoureth not the Son honoureth not the Father which hath sent him.	3737
John	Verily, verily, I say unto you, He that heareth my word, and believeth on him that sent me, hath everlasting life, and shall not come into condemnation; but is passed from death unto life.	3738
John	Verily, verily, I say unto you, The hour is coming, and now is, when the dead shall hear the voice of the Son of God: and they that hear shall live.	3739
John	For as the Father hath life in himself; so hath he given to the Son to have life in himself;	3740
John	And hath given him authority to execute judgment also, because he is the Son of man.	3741
John	Marvel not at this: for the hour is coming, in the which all that are in the graves shall hear his voice,	3742
John	And shall come forth; they that have done good, unto the resurrection of life; and they that have done evil, unto the resurrection of damnation.	3743
John	I can of mine own self do nothing: as I hear, I judge: and my judgment is just; because I seek not mine own will, but the will of the Father which hath sent me.	3744
John	If I bear witness of myself, my witness is not true.	3745
John	There is another that beareth witness of me; and I know that the witness which he witnesseth of me is true.	3746
John	Ye sent unto John, and he bare witness unto the truth.	3747
John	But I receive not testimony from man: but these things I say, that ye might be saved.	3748
John	He was a burning and a shining light: and ye were willing for a season to rejoice in his light.	3749
John	But I have greater witness than [that] of John: for the works which the Father hath given me to finish, the same works that I do, bear witness of me, that the Father hath sent me.	3750
John	And the Father himself, which hath sent me, hath borne witness of me.	3751
John	Ye have neither heard his voice at any time, nor seen his shape.	3752
John	And ye have not his word abiding in you: for whom he hath sent, him ye believe not.	3753
John	Search the scriptures; for in them ye think ye have eternal life: and they are they which testify of me.	3754
John	And ye will not come to me, that ye might have life.	3755
John	I receive not honour from men.	3756
John	But I know you, that ye have not the love of God in you.	3757
John	I am come in my Father’s name, and ye receive me not: if another shall come in his own name, him ye will receive.	3758
John	How can ye believe, which receive honour one of another, and seek not the honour that [cometh] from God only?	3759
John	Do not think that I will accuse you to the Father: there is [one] that accuseth you, [even] Moses, in whom ye trust.	3760
John	For had ye believed Moses, ye would have believed me: for he wrote of me.	3761
John	But if ye believe not his writings, how shall ye believe my words?	3762
John	After these things Jesus went over the sea of Galilee, which is [the sea] of Tiberias.	3763
John	And a great multitude followed him, because they saw his miracles which he did on them that were diseased.	3764
John	And Jesus went up into a mountain, and there he sat with his disciples.	3765
John	And the passover, a feast of the Jews, was nigh.	3766
John	When Jesus then lifted up [his] eyes, and saw a great company come unto him, he saith unto Philip, Whence shall we buy bread, that these may eat?	3767
John	And this he said to prove him: for he himself knew what he would do.	3768
John	Philip answered him, Two hundred pennyworth of bread is not sufficient for them, that every one of them may take a little.	3769
John	One of his disciples, Andrew, Simon Peter’s brother, saith unto him,	3770
John	There is a lad here, which hath five barley loaves, and two small fishes: but what are they among so many?	3771
John	And Jesus said, Make the men sit down.	3772
John	Now there was much grass in the place.	3773
John	So the men sat down, in number about five thousand.	3774
John	And Jesus took the loaves; and when he had given thanks, he distributed to the disciples, and the disciples to them that were set down; and likewise of the fishes as much as they would.	3775
John	When they were filled, he said unto his disciples, Gather up the fragments that remain, that nothing be lost.	3776
John	Therefore they gathered [them] together, and filled twelve baskets with the fragments of the five barley loaves, which remained over and above unto them that had eaten.	3777
John	Then those men, when they had seen the miracle that Jesus did, said, This is of a truth that prophet that should come into the world.	3778
John	When Jesus therefore perceived that they would come and take him by force, to make him a king, he departed again into a mountain himself alone.	3779
John	And when even was [now] come, his disciples went down unto the sea,	3780
John	And entered into a ship, and went over the sea toward Capernaum.	3781
John	And it was now dark, and Jesus was not come to them.	3782
John	And the sea arose by reason of a great wind that blew.	3783
John	So when they had rowed about five and twenty or thirty furlongs, they see Jesus walking on the sea, and drawing nigh unto the ship: and they were afraid.	3784
John	But he saith unto them, It is I; be not afraid.	3785
John	Then they willingly received him into the ship: and immediately the ship was at the land whither they went.	3786
John	The day following, when the people which stood on the other side of the sea saw that there was none other boat there, save that one whereinto his disciples were entered, and that Jesus went not with his disciples into the boat, but [that] his disciples were gone away alone;	3787
John	(Howbeit there came other boats from Tiberias nigh unto the place where they did eat bread, after that the Lord had given thanks:)	3788
John	When the people therefore saw that Jesus was not there, neither his disciples, they also took shipping, and came to Capernaum, seeking for Jesus.	3789
John	And when they had found him on the other side of the sea, they said unto him, Rabbi, when camest thou hither?	3790
John	Jesus answered them and said, Verily, verily, I say unto you, Ye seek me, not because ye saw the miracles, but because ye did eat of the loaves, and were filled.	3791
John	Labour not for the meat which perisheth, but for that meat which endureth unto everlasting life, which the Son of man shall give unto you: for him hath God the Father sealed.	3792
John	Then said they unto him, What shall we do, that we might work the works of God?	3793
John	Jesus answered and said unto them, This is the work of God, that ye believe on him whom he hath sent.	3794
John	They said therefore unto him, What sign shewest thou then, that we may see, and believe thee?	3795
John	what dost thou work?	3796
John	Our fathers did eat manna in the desert; as it is written, He gave them bread from heaven to eat.	3797
John	Then Jesus said unto them, Verily, verily, I say unto you, Moses gave you not that bread from heaven; but my Father giveth you the true bread from heaven.	3798
John	For the bread of God is he which cometh down from heaven, and giveth life unto the world.	3799
John	Then said they unto him, Lord, evermore give us this bread.	3800
John	And Jesus said unto them, I am the bread of life: he that cometh to me shall never hunger; and he that believeth on me shall never thirst.	3801
John	But I said unto you, That ye also have seen me, and believe not.	3802
John	All that the Father giveth me shall come to me; and him that cometh to me I will in no wise cast out.	3803
John	For I came down from heaven, not to do mine own will, but the will of him that sent me.	3804
John	And this is the Father’s will which hath sent me, that of all which he hath given me I should lose nothing, but should raise it up again at the last day.	3805
John	And this is the will of him that sent me, that every one which seeth the Son, and believeth on him, may have everlasting life: and I will raise him up at the last day.	3806
John	The Jews then murmured at him, because he said, I am the bread which came down from heaven.	3807
John	And they said, Is not this Jesus, the son of Joseph, whose father and mother we know?	3808
John	how is it then that he saith, I came down from heaven?	3809
John	Jesus therefore answered and said unto them, Murmur not among yourselves.	3810
John	No man can come to me, except the Father which hath sent me draw him: and I will raise him up at the last day.	3811
John	It is written in the prophets, And they shall be all taught of God.	3812
John	Every man therefore that hath heard, and hath learned of the Father, cometh unto me.	3813
John	Not that any man hath seen the Father, save he which is of God, he hath seen the Father.	3814
John	Verily, verily, I say unto you, He that believeth on me hath everlasting life.	3815
John	I am that bread of life.	3816
John	Your fathers did eat manna in the wilderness, and are dead.	3817
John	This is the bread which cometh down from heaven, that a man may eat thereof, and not die.	3818
John	I am the living bread which came down from heaven: if any man eat of this bread, he shall live for ever: and the bread that I will give is my flesh, which I will give for the life of the world.	3819
John	The Jews therefore strove among themselves, saying, How can this man give us [his] flesh to eat?	3820
John	Then Jesus said unto them, Verily, verily, I say unto you, Except ye eat the flesh of the Son of man, and drink his blood, ye have no life in you.	3821
John	Whoso eateth my flesh, and drinketh my blood, hath eternal life; and I will raise him up at the last day.	3822
John	For my flesh is meat indeed, and my blood is drink indeed.	3823
John	He that eateth my flesh, and drinketh my blood, dwelleth in me, and I in him.	3824
John	As the living Father hath sent me, and I live by the Father: so he that eateth me, even he shall live by me.	3825
John	This is that bread which came down from heaven: not as your fathers did eat manna, and are dead: he that eateth of this bread shall live for ever.	3826
John	These things said he in the synagogue, as he taught in Capernaum.	3827
John	Many therefore of his disciples, when they had heard [this], said, This is an hard saying; who can hear it?	3828
John	When Jesus knew in himself that his disciples murmured at it, he said unto them, Doth this offend you?	3829
John	[What] and if ye shall see the Son of man ascend up where he was before?	3830
John	It is the spirit that quickeneth; the flesh profiteth nothing: the words that I speak unto you, [they] are spirit, and [they] are life.	3831
John	But there are some of you that believe not.	3832
John	For Jesus knew from the beginning who they were that believed not, and who should betray him.	3833
John	And he said, Therefore said I unto you, that no man can come unto me, except it were given unto him of my Father.	3834
John	From that [time] many of his disciples went back, and walked no more with him.	3835
John	Then said Jesus unto the twelve, Will ye also go away?	3836
John	Then Simon Peter answered him, Lord, to whom shall we go?	3837
John	thou hast the words of eternal life.	3838
John	And we believe and are sure that thou art that Christ, the Son of the living God.	3839
John	Jesus answered them, Have not I chosen you twelve, and one of you is a devil?	3840
John	He spake of Judas Iscariot [the son] of Simon: for he it was that should betray him, being one of the twelve.	3841
John	After these things Jesus walked in Galilee: for he would not walk in Jewry, because the Jews sought to kill him.	3842
John	Now the Jews’ feast of tabernacles was at hand.	3843
John	His brethren therefore said unto him, Depart hence, and go into Judaea, that thy disciples also may see the works that thou doest.	3844
John	For [there is] no man [that] doeth any thing in secret, and he himself seeketh to be known openly.	3845
John	If thou do these things, shew thyself to the world.	3846
John	For neither did his brethren believe in him.	3847
John	Then Jesus said unto them, My time is not yet come: but your time is alway ready.	3848
John	The world cannot hate you; but me it hateth, because I testify of it, that the works thereof are evil.	3849
John	Go ye up unto this feast: I go not up yet unto this feast; for my time is not yet full come.	3850
John	When he had said these words unto them, he abode [still] in Galilee.	3851
John	But when his brethren were gone up, then went he also up unto the feast, not openly, but as it were in secret.	3852
John	Then the Jews sought him at the feast, and said, Where is he?	3853
John	And there was much murmuring among the people concerning him: for some said, He is a good man: others said, Nay; but he deceiveth the people.	3854
John	Howbeit no man spake openly of him for fear of the Jews.	3855
John	Now about the midst of the feast Jesus went up into the temple, and taught.	3856
John	And the Jews marvelled, saying, How knoweth this man letters, having never learned?	3857
John	Jesus answered them, and said, My doctrine is not mine, but his that sent me.	3858
John	If any man will do his will, he shall know of the doctrine, whether it be of God, or [whether] I speak of myself.	3859
John	He that speaketh of himself seeketh his own glory: but he that seeketh his glory that sent him, the same is true, and no unrighteousness is in him.	3860
John	Did not Moses give you the law, and [yet] none of you keepeth the law?	3861
John	Why go ye about to kill me?	3862
John	The people answered and said, Thou hast a devil: who goeth about to kill thee?	3863
John	Jesus answered and said unto them, I have done one work, and ye all marvel.	3864
John	Moses therefore gave unto you circumcision; (not because it is of Moses, but of the fathers;) and ye on the sabbath day circumcise a man.	3865
John	If a man on the sabbath day receive circumcision, that the law of Moses should not be broken; are ye angry at me, because I have made a man every whit whole on the sabbath day?	3866
John	Judge not according to the appearance, but judge righteous judgment.	3867
John	Then said some of them of Jerusalem, Is not this he, whom they seek to kill?	3868
John	But, lo, he speaketh boldly, and they say nothing unto him.	3869
John	Do the rulers know indeed that this is the very Christ?	3870
John	Howbeit we know this man whence he is: but when Christ cometh, no man knoweth whence he is.	3871
John	Then cried Jesus in the temple as he taught, saying, Ye both know me, and ye know whence I am: and I am not come of myself, but he that sent me is true, whom ye know not.	3872
John	But I know him: for I am from him, and he hath sent me.	3873
John	Then they sought to take him: but no man laid hands on him, because his hour was not yet come.	3874
John	And many of the people believed on him, and said, When Christ cometh, will he do more miracles than these which this [man] hath done?	3875
John	The Pharisees heard that the people murmured such things concerning him; and the Pharisees and the chief priests sent officers to take him.	3876
John	Then said Jesus unto them, Yet a little while am I with you, and [then] I go unto him that sent me.	3877
John	Ye shall seek me, and shall not find [me]: and where I am, [thither] ye cannot come.	3878
John	Then said the Jews among themselves, Whither will he go, that we shall not find him?	3879
John	will he go unto the dispersed among the Gentiles, and teach the Gentiles?	3880
John	What [manner of] saying is this that he said, Ye shall seek me, and shall not find [me]: and where I am, [thither] ye cannot come?	3881
John	In the last day, that great [day] of the feast, Jesus stood and cried, saying, If any man thirst, let him come unto me, and drink.	3882
John	He that believeth on me, as the scripture hath said, out of his belly shall flow rivers of living water.	3883
John	(But this spake he of the Spirit, which they that believe on him should receive: for the Holy Ghost was not yet [given]; because that Jesus was not yet glorified.)	3884
John	Many of the people therefore, when they heard this saying, said, Of a truth this is the Prophet.	3885
John	Others said, This is the Christ.	3886
John	But some said, Shall Christ come out of Galilee?	3887
John	Hath not the scripture said, That Christ cometh of the seed of David, and out of the town of Bethlehem, where David was?	3888
John	So there was a division among the people because of him.	3889
John	And some of them would have taken him; but no man laid hands on him.	3890
John	Then came the officers to the chief priests and Pharisees; and they said unto them, Why have ye not brought him?	3891
John	The officers answered, Never man spake like this man.	3892
John	Then answered them the Pharisees, Are ye also deceived?	3893
John	Have any of the rulers or of the Pharisees believed on him?	3894
John	But this people who knoweth not the law are cursed.	3895
John	Nicodemus saith unto them, (he that came to Jesus by night, being one of them,)	3896
John	Doth our law judge [any] man, before it hear him, and know what he doeth?	3897
John	They answered and said unto him, Art thou also of Galilee?	3898
John	Search, and look: for out of Galilee ariseth no prophet.	3899
John	And every man went unto his own house.	3900
John	Jesus went unto the mount of Olives.	3901
John	And early in the morning he came again into the temple, and all the people came unto him; and he sat down, and taught them.	3902
John	And the scribes and Pharisees brought unto him a woman taken in adultery; and when they had set her in the midst,	3903
John	They say unto him, Master, this woman was taken in adultery, in the very act.	3904
John	Now Moses in the law commanded us, that such should be stoned: but what sayest thou?	3905
John	This they said, tempting him, that they might have to accuse him.	3906
John	But Jesus stooped down, and with [his] finger wrote on the ground, [as though he heard them not].	3907
John	So when they continued asking him, he lifted up himself, and said unto them, He that is without sin among you, let him first cast a stone at her.	3908
John	And again he stooped down, and wrote on the ground.	3909
John	And they which heard [it], being convicted by [their own] conscience, went out one by one, beginning at the eldest, [even] unto the last: and Jesus was left alone, and the woman standing in the midst.	3910
John	When Jesus had lifted up himself, and saw none but the woman, he said unto her, Woman, where are those thine accusers?	3911
John	hath no man condemned thee?	3912
John	She said, No man, Lord.	3913
John	And Jesus said unto her, Neither do I condemn thee: go, and sin no more.	3914
John	Then spake Jesus again unto them, saying, I am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life.	3915
John	The Pharisees therefore said unto him, Thou bearest record of thyself; thy record is not true.	3916
John	Jesus answered and said unto them, Though I bear record of myself, [yet] my record is true: for I know whence I came, and whither I go; but ye cannot tell whence I come, and whither I go.	3917
John	Ye judge after the flesh; I judge no man.	3918
John	And yet if I judge, my judgment is true: for I am not alone, but I and the Father that sent me.	3919
John	It is also written in your law, that the testimony of two men is true.	3920
John	I am one that bear witness of myself, and the Father that sent me beareth witness of me.	3921
John	Then said they unto him, Where is thy Father?	3922
John	Jesus answered, Ye neither know me, nor my Father: if ye had known me, ye should have known my Father also.	3923
John	These words spake Jesus in the treasury, as he taught in the temple: and no man laid hands on him; for his hour was not yet come.	3924
John	Then said Jesus again unto them, I go my way, and ye shall seek me, and shall die in your sins: whither I go, ye cannot come.	3925
John	Then said the Jews, Will he kill himself?	3926
John	because he saith, Whither I go, ye cannot come.	3927
John	And he said unto them, Ye are from beneath; I am from above: ye are of this world; I am not of this world.	3928
John	I said therefore unto you, that ye shall die in your sins: for if ye believe not that I am [he], ye shall die in your sins.	3929
John	Then said they unto him, Who art thou?	3930
John	And Jesus saith unto them, Even [the same] that I said unto you from the beginning.	3931
John	I have many things to say and to judge of you: but he that sent me is true; and I speak to the world those things which I have heard of him.	3932
John	They understood not that he spake to them of the Father.	3933
John	Then said Jesus unto them, When ye have lifted up the Son of man, then shall ye know that I am [he], and [that] I do nothing of myself; but as my Father hath taught me, I speak these things.	3934
John	And he that sent me is with me: the Father hath not left me alone; for I do always those things that please him.	3935
John	As he spake these words, many believed on him.	3936
John	Then said Jesus to those Jews which believed on him, If ye continue in my word, [then] are ye my disciples indeed;	3937
John	And ye shall know the truth, and the truth shall make you free.	3938
John	They answered him, We be Abraham’s seed, and were never in bondage to any man: how sayest thou, Ye shall be made free?	3939
John	Jesus answered them, Verily, verily, I say unto you, Whosoever committeth sin is the servant of sin.	3940
John	And the servant abideth not in the house for ever: [but] the Son abideth ever.	3941
John	If the Son therefore shall make you free, ye shall be free indeed.	3942
John	I know that ye are Abraham’s seed; but ye seek to kill me, because my word hath no place in you.	3943
John	I speak that which I have seen with my Father: and ye do that which ye have seen with your father.	3944
John	They answered and said unto him, Abraham is our father.	3945
John	Jesus saith unto them, If ye were Abraham’s children, ye would do the works of Abraham.	3946
John	But now ye seek to kill me, a man that hath told you the truth, which I have heard of God: this did not Abraham.	3947
John	Ye do the deeds of your father.	3948
John	Then said they to him, We be not born of fornication; we have one Father, [even] God.	3949
John	Jesus said unto them, If God were your Father, ye would love me: for I proceeded forth and came from God; neither came I of myself, but he sent me.	3950
John	Why do ye not understand my speech?	3951
John	[even] because ye cannot hear my word.	3952
John	Ye are of [your] father the devil, and the lusts of your father ye will do.	3953
John	He was a murderer from the beginning, and abode not in the truth, because there is no truth in him.	3954
John	When he speaketh a lie, he speaketh of his own: for he is a liar, and the father of it.	3955
John	And because I tell [you] the truth, ye believe me not.	3956
John	Which of you convinceth me of sin?	3957
John	And if I say the truth, why do ye not believe me?	3958
John	He that is of God heareth God’s words: ye therefore hear [them] not, because ye are not of God.	3959
John	Then answered the Jews, and said unto him, Say we not well that thou art a Samaritan, and hast a devil?	3960
John	Jesus answered, I have not a devil; but I honour my Father, and ye do dishonour me.	3961
John	And I seek not mine own glory: there is one that seeketh and judgeth.	3962
John	Verily, verily, I say unto you, If a man keep my saying, he shall never see death.	3963
John	Then said the Jews unto him, Now we know that thou hast a devil.	3964
John	Abraham is dead, and the prophets; and thou sayest, If a man keep my saying, he shall never taste of death.	3965
John	Art thou greater than our father Abraham, which is dead?	3966
John	and the prophets are dead: whom makest thou thyself?	3967
John	Jesus answered, If I honour myself, my honour is nothing: it is my Father that honoureth me; of whom ye say, that he is your God:	3968
John	Yet ye have not known him; but I know him: and if I should say, I know him not, I shall be a liar like unto you: but I know him, and keep his saying.	3969
John	Your father Abraham rejoiced to see my day: and he saw [it], and was glad.	3970
John	Then said the Jews unto him, Thou art not yet fifty years old, and hast thou seen Abraham?	3971
John	Jesus said unto them, Verily, verily, I say unto you, Before Abraham was, I am.	3972
John	Then took they up stones to cast at him: but Jesus hid himself, and went out of the temple, going through the midst of them, and so passed by.	3973
John	And as [Jesus] passed by, he saw a man which was blind from [his] birth.	3974
John	And his disciples asked him, saying, Master, who did sin, this man, or his parents, that he was born blind?	3975
John	Jesus answered, Neither hath this man sinned, nor his parents: but that the works of God should be made manifest in him.	3976
John	I must work the works of him that sent me, while it is day: the night cometh, when no man can work.	3977
John	As long as I am in the world, I am the light of the world.	3978
John	When he had thus spoken, he spat on the ground, and made clay of the spittle, and he anointed the eyes of the blind man with the clay,	3979
John	And said unto him, Go, wash in the pool of Siloam, (which is by interpretation, Sent.) He went his way therefore, and washed, and came seeing.	3980
John	The neighbours therefore, and they which before had seen him that he was blind, said, Is not this he that sat and begged?	3981
John	Some said, This is he: others [said], He is like him: [but] he said, I am [he].	3982
John	Therefore said they unto him, How were thine eyes opened?	3983
John	He answered and said, A man that is called Jesus made clay, and anointed mine eyes, and said unto me, Go to the pool of Siloam, and wash: and I went and washed, and I received sight.	3984
John	Then said they unto him, Where is he?	3985
John	He said, I know not.	3986
John	They brought to the Pharisees him that aforetime was blind.	3987
John	And it was the sabbath day when Jesus made the clay, and opened his eyes.	3988
John	Then again the Pharisees also asked him how he had received his sight.	3989
John	He said unto them, He put clay upon mine eyes, and I washed, and do see.	3990
John	Therefore said some of the Pharisees, This man is not of God, because he keepeth not the sabbath day.	3991
John	Others said, How can a man that is a sinner do such miracles?	3992
John	And there was a division among them.	3993
John	They say unto the blind man again, What sayest thou of him, that he hath opened thine eyes?	3994
John	He said, He is a prophet.	3995
John	But the Jews did not believe concerning him, that he had been blind, and received his sight, until they called the parents of him that had received his sight.	3996
John	And they asked them, saying, Is this your son, who ye say was born blind?	3997
John	how then doth he now see?	3998
John	His parents answered them and said, We know that this is our son, and that he was born blind:	3999
John	But by what means he now seeth, we know not; or who hath opened his eyes, we know not: he is of age; ask him: he shall speak for himself.	4000
John	These [words] spake his parents, because they feared the Jews: for the Jews had agreed already, that if any man did confess that he was Christ, he should be put out of the synagogue.	4001
John	Therefore said his parents, He is of age; ask him.	4002
John	Then again called they the man that was blind, and said unto him, Give God the praise: we know that this man is a sinner.	4003
John	He answered and said, Whether he be a sinner [or no], I know not: one thing I know, that, whereas I was blind, now I see.	4004
John	Then said they to him again, What did he to thee?	4005
John	how opened he thine eyes?	4006
John	He answered them, I have told you already, and ye did not hear: wherefore would ye hear [it] again?	4007
John	will ye also be his disciples?	4008
John	Then they reviled him, and said, Thou art his disciple; but we are Moses’ disciples.	4009
