label	text	textid
Paul	Neither is there any creature that is not manifest in his sight: but all things [are] naked and opened unto the eyes of him with whom we have to do.	671
Paul	Seeing then that we have a great high priest, that is passed into the heavens, Jesus the Son of God, let us hold fast [our] profession.	672
Paul	For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as [we are, yet] without sin.	673
Paul	Let us therefore come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.	674
Paul	For every high priest taken from among men is ordained for men in things [pertaining] to God, that he may offer both gifts and sacrifices for sins:	675
Paul	Who can have compassion on the ignorant, and on them that are out of the way; for that he himself also is compassed with infirmity.	676
Paul	And by reason hereof he ought, as for the people, so also for himself, to offer for sins.	677
Paul	And no man taketh this honour unto himself, but he that is called of God, as [was] Aaron.	678
Paul	So also Christ glorified not himself to be made an high priest; but he that said unto him, Thou art my Son, to day have I begotten thee.	679
Paul	As he saith also in another [place], Thou [art] a priest for ever after the order of Melchisedec.	680
Paul	Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared;	681
Paul	Though he were a Son, yet learned he obedience by the things which he suffered;	682
Paul	And being made perfect, he became the author of eternal salvation unto all them that obey him;	683
Paul	Called of God an high priest after the order of Melchisedec.	684
Paul	Of whom we have many things to say, and hard to be uttered, seeing ye are dull of hearing.	685
Paul	For when for the time ye ought to be teachers, ye have need that one teach you again which [be] the first principles of the oracles of God; and are become such as have need of milk, and not of strong meat.	686
Paul	For every one that useth milk [is] unskilful in the word of righteousness: for he is a babe.	687
Paul	But strong meat belongeth to them that are of full age, [even] those who by reason of use have their senses exercised to discern both good and evil.	688
Paul	Therefore leaving the principles of the doctrine of Christ, let us go on unto perfection; not laying again the foundation of repentance from dead works, and of faith toward God,	689
Paul	Of the doctrine of baptisms, and of laying on of hands, and of resurrection of the dead, and of eternal judgment.	690
Paul	And this will we do, if God permit.	691
Paul	For [it is] impossible for those who were once enlightened, and have tasted of the heavenly gift, and were made partakers of the Holy Ghost,	692
Paul	And have tasted the good word of God, and the powers of the world to come,	693
Paul	If they shall fall away, to renew them again unto repentance; seeing they crucify to themselves the Son of God afresh, and put [him] to an open shame.	694
Paul	For the earth which drinketh in the rain that cometh oft upon it, and bringeth forth herbs meet for them by whom it is dressed, receiveth blessing from God:	695
Paul	But that which beareth thorns and briers [is] rejected, and [is] nigh unto cursing; whose end [is] to be burned.	696
Paul	But, beloved, we are persuaded better things of you, and things that accompany salvation, though we thus speak.	697
Paul	For God [is] not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister.	698
Paul	And we desire that every one of you do shew the same diligence to the full assurance of hope unto the end:	699
Paul	That ye be not slothful, but followers of them who through faith and patience inherit the promises.	700
Paul	For when God made promise to Abraham, because he could swear by no greater, he sware by himself,	701
Paul	Saying, Surely blessing I will bless thee, and multiplying I will multiply thee.	702
Paul	And so, after he had patiently endured, he obtained the promise.	703
Paul	For men verily swear by the greater: and an oath for confirmation [is] to them an end of all strife.	704
Paul	Wherein God, willing more abundantly to shew unto the heirs of promise the immutability of his counsel, confirmed [it] by an oath:	705
Paul	That by two immutable things, in which [it was] impossible for God to lie, we might have a strong consolation, who have fled for refuge to lay hold upon the hope set before us:	706
Paul	Which [hope] we have as an anchor of the soul, both sure and stedfast, and which entereth into that within the veil;	707
Paul	Whither the forerunner is for us entered, [even] Jesus, made an high priest for ever after the order of Melchisedec.	708
Paul	For this Melchisedec, king of Salem, priest of the most high God, who met Abraham returning from the slaughter of the kings, and blessed him;	709
Paul	To whom also Abraham gave a tenth part of all; first being by interpretation King of righteousness, and after that also King of Salem, which is, King of peace;	710
Paul	Without father, without mother, without descent, having neither beginning of days, nor end of life; but made like unto the Son of God; abideth a priest continually.	711
Paul	Now consider how great this man [was], unto whom even the patriarch Abraham gave the tenth of the spoils.	712
Paul	And verily they that are of the sons of Levi, who receive the office of the priesthood, have a commandment to take tithes of the people according to the law, that is, of their brethren, though they come out of the loins of Abraham:	713
Paul	But he whose descent is not counted from them received tithes of Abraham, and blessed him that had the promises.	714
Paul	And without all contradiction the less is blessed of the better.	715
Paul	And here men that die receive tithes; but there he [receiveth them], of whom it is witnessed that he liveth.	716
Paul	And as I may so say, Levi also, who receiveth tithes, payed tithes in Abraham.	717
Paul	For he was yet in the loins of his father, when Melchisedec met him.	718
Paul	If therefore perfection were by the Levitical priesthood, (for under it the people received the law,) what further need [was there] that another priest should rise after the order of Melchisedec, and not be called after the order of Aaron?	719
Paul	For the priesthood being changed, there is made of necessity a change also of the law.	720
Paul	For he of whom these things are spoken pertaineth to another tribe, of which no man gave attendance at the altar.	721
Paul	For [it is] evident that our Lord sprang out of Juda; of which tribe Moses spake nothing concerning priesthood.	722
Paul	And it is yet far more evident: for that after the similitude of Melchisedec there ariseth another priest,	723
Paul	Who is made, not after the law of a carnal commandment, but after the power of an endless life.	724
Paul	For he testifieth, Thou [art] a priest for ever after the order of Melchisedec.	725
Paul	For there is verily a disannulling of the commandment going before for the weakness and unprofitableness thereof.	726
Paul	For the law made nothing perfect, but the bringing in of a better hope [did]; by the which we draw nigh unto God.	727
Paul	And inasmuch as not without an oath [he was made priest]:	728
Paul	(For those priests were made without an oath; but this with an oath by him that said unto him, The Lord sware and will not repent, Thou [art] a priest for ever after the order of Melchisedec:)	729
Paul	By so much was Jesus made a surety of a better testament.	730
Paul	And they truly were many priests, because they were not suffered to continue by reason of death:	731
Paul	But this [man], because he continueth ever, hath an unchangeable priesthood.	732
Paul	Wherefore he is able also to save them to the uttermost that come unto God by him, seeing he ever liveth to make intercession for them.	733
Paul	For such an high priest became us, [who is] holy, harmless, undefiled, separate from sinners, and made higher than the heavens;	734
Paul	Who needeth not daily, as those high priests, to offer up sacrifice, first for his own sins, and then for the people’s: for this he did once, when he offered up himself.	735
Paul	For the law maketh men high priests which have infirmity; but the word of the oath, which was since the law, [maketh] the Son, who is consecrated for evermore.	736
Paul	Now of the things which we have spoken [this is] the sum: We have such an high priest, who is set on the right hand of the throne of the Majesty in the heavens;	737
Paul	A minister of the sanctuary, and of the true tabernacle, which the Lord pitched, and not man.	738
Paul	For every high priest is ordained to offer gifts and sacrifices: wherefore [it is] of necessity that this man have somewhat also to offer.	739
Paul	For if he were on earth, he should not be a priest, seeing that there are priests that offer gifts according to the law:	740
Paul	Who serve unto the example and shadow of heavenly things, as Moses was admonished of God when he was about to make the tabernacle: for, See, saith he, [that] thou make all things according to the pattern shewed to thee in the mount.	741
Paul	But now hath he obtained a more excellent ministry, by how much also he is the mediator of a better covenant, which was established upon better promises.	742
Paul	For if that first [covenant] had been faultless, then should no place have been sought for the second.	743
Paul	For finding fault with them, he saith, Behold, the days come, saith the Lord, when I will make a new covenant with the house of Israel and with the house of Judah:	744
Paul	Not according to the covenant that I made with their fathers in the day when I took them by the hand to lead them out of the land of Egypt; because they continued not in my covenant, and I regarded them not, saith the Lord.	745
Paul	For this [is] the covenant that I will make with the house of Israel after those days, saith the Lord; I will put my laws into their mind, and write them in their hearts: and I will be to them a God, and they shall be to me a people:	746
Paul	And they shall not teach every man his neighbour, and every man his brother, saying, Know the Lord: for all shall know me, from the least to the greatest.	747
Paul	For I will be merciful to their unrighteousness, and their sins and their iniquities will I remember no more.	748
Paul	In that he saith, A new [covenant], he hath made the first old.	749
Paul	Now that which decayeth and waxeth old [is] ready to vanish away.	750
Paul	Then verily the first [covenant] had also ordinances of divine service, and a worldly sanctuary.	751
Paul	For there was a tabernacle made; the first, wherein [was] the candlestick, and the table, and the shewbread; which is called the sanctuary.	752
Paul	And after the second veil, the tabernacle which is called the Holiest of all;	753
Paul	Which had the golden censer, and the ark of the covenant overlaid round about with gold, wherein [was] the golden pot that had manna, and Aaron’s rod that budded, and the tables of the covenant;	754
Paul	And over it the cherubims of glory shadowing the mercyseat; of which we cannot now speak particularly.	755
Paul	Now when these things were thus ordained, the priests went always into the first tabernacle, accomplishing the service [of God].	756
Paul	But into the second [went] the high priest alone once every year, not without blood, which he offered for himself, and [for] the errors of the people:	757
Paul	The Holy Ghost this signifying, that the way into the holiest of all was not yet made manifest, while as the first tabernacle was yet standing:	758
Paul	Which [was] a figure for the time then present, in which were offered both gifts and sacrifices, that could not make him that did the service perfect, as pertaining to the conscience;	759
Paul	[Which stood] only in meats and drinks, and divers washings, and carnal ordinances, imposed [on them] until the time of reformation.	760
Paul	But Christ being come an high priest of good things to come, by a greater and more perfect tabernacle, not made with hands, that is to say, not of this building;	761
Paul	Neither by the blood of goats and calves, but by his own blood he entered in once into the holy place, having obtained eternal redemption [for us].	762
Paul	For if the blood of bulls and of goats, and the ashes of an heifer sprinkling the unclean, sanctifieth to the purifying of the flesh:	763
Paul	How much more shall the blood of Christ, who through the eternal Spirit offered himself without spot to God, purge your conscience from dead works to serve the living God?	764
Paul	And for this cause he is the mediator of the new testament, that by means of death, for the redemption of the transgressions [that were] under the first testament, they which are called might receive the promise of eternal inheritance.	765
Paul	For where a testament [is], there must also of necessity be the death of the testator.	766
Paul	For a testament [is] of force after men are dead: otherwise it is of no strength at all while the testator liveth.	767
Paul	Whereupon neither the first [testament] was dedicated without blood.	768
Paul	For when Moses had spoken every precept to all the people according to the law, he took the blood of calves and of goats, with water, and scarlet wool, and hyssop, and sprinkled both the book, and all the people,	769
Paul	Saying, This [is] the blood of the testament which God hath enjoined unto you.	770
Paul	Moreover he sprinkled with blood both the tabernacle, and all the vessels of the ministry.	771
Paul	And almost all things are by the law purged with blood; and without shedding of blood is no remission.	772
Paul	[It was] therefore necessary that the patterns of things in the heavens should be purified with these; but the heavenly things themselves with better sacrifices than these.	773
Paul	For Christ is not entered into the holy places made with hands, [which are] the figures of the true; but into heaven itself, now to appear in the presence of God for us:	774
Paul	Nor yet that he should offer himself often, as the high priest entereth into the holy place every year with blood of others;	775
Paul	For then must he often have suffered since the foundation of the world: but now once in the end of the world hath he appeared to put away sin by the sacrifice of himself.	776
Paul	And as it is appointed unto men once to die, but after this the judgment:	777
Paul	So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.	778
Paul	For the law having a shadow of good things to come, [and] not the very image of the things, can never with those sacrifices which they offered year by year continually make the comers thereunto perfect.	779
Paul	For then would they not have ceased to be offered?	780
Paul	because that the worshippers once purged should have had no more conscience of sins.	781
Paul	But in those [sacrifices there is] a remembrance again [made] of sins every year.	782
Paul	For [it is] not possible that the blood of bulls and of goats should take away sins.	783
Paul	Wherefore when he cometh into the world, he saith, Sacrifice and offering thou wouldest not, but a body hast thou prepared me:	784
Paul	In burnt offerings and [sacrifices] for sin thou hast had no pleasure.	785
Paul	Then said I, Lo, I come (in the volume of the book it is written of me,) to do thy will, O God.	786
Paul	Above when he said, Sacrifice and offering and burnt offerings and [offering] for sin thou wouldest not, neither hadst pleasure [therein]; which are offered by the law;	787
Paul	Then said he, Lo, I come to do thy will, O God.	788
Paul	He taketh away the first, that he may establish the second.	789
Paul	By the which will we are sanctified through the offering of the body of Jesus Christ once [for all].	790
Paul	And every priest standeth daily ministering and offering oftentimes the same sacrifices, which can never take away sins:	791
Paul	But this man, after he had offered one sacrifice for sins for ever, sat down on the right hand of God;	792
Paul	From henceforth expecting till his enemies be made his footstool.	793
Paul	For by one offering he hath perfected for ever them that are sanctified.	794
Paul	[Whereof] the Holy Ghost also is a witness to us: for after that he had said before,	795
Paul	This [is] the covenant that I will make with them after those days, saith the Lord, I will put my laws into their hearts, and in their minds will I write them;	796
Paul	And their sins and iniquities will I remember no more.	797
Paul	Now where remission of these [is, there is] no more offering for sin.	798
Paul	Having therefore, brethren, boldness to enter into the holiest by the blood of Jesus,	799
Paul	By a new and living way, which he hath consecrated for us, through the veil, that is to say, his flesh;	800
Paul	And [having] an high priest over the house of God;	801
Paul	Let us draw near with a true heart in full assurance of faith, having our hearts sprinkled from an evil conscience, and our bodies washed with pure water.	802
Paul	Let us hold fast the profession of [our] faith without wavering; (for he [is] faithful that promised;)	803
Paul	And let us consider one another to provoke unto love and to good works:	804
Paul	Not forsaking the assembling of ourselves together, as the manner of some [is]; but exhorting [one another]: and so much the more, as ye see the day approaching.	805
Paul	For if we sin wilfully after that we have received the knowledge of the truth, there remaineth no more sacrifice for sins,	806
Paul	But a certain fearful looking for of judgment and fiery indignation, which shall devour the adversaries.	807
Paul	He that despised Moses’ law died without mercy under two or three witnesses:	808
Paul	Of how much sorer punishment, suppose ye, shall he be thought worthy, who hath trodden under foot the Son of God, and hath counted the blood of the covenant, wherewith he was sanctified, an unholy thing, and hath done despite unto the Spirit of grace?	809
Paul	For we know him that hath said, Vengeance [belongeth] unto me, I will recompense, saith the Lord.	810
Paul	And again, The Lord shall judge his people.	811
Paul	[It is] a fearful thing to fall into the hands of the living God.	812
Paul	But call to remembrance the former days, in which, after ye were illuminated, ye endured a great fight of afflictions;	813
Paul	Partly, whilst ye were made a gazingstock both by reproaches and afflictions; and partly, whilst ye became companions of them that were so used.	814
Paul	For ye had compassion of me in my bonds, and took joyfully the spoiling of your goods, knowing in yourselves that ye have in heaven a better and an enduring substance.	815
Paul	Cast not away therefore your confidence, which hath great recompence of reward.	816
Paul	For ye have need of patience, that, after ye have done the will of God, ye might receive the promise.	817
Paul	For yet a little while, and he that shall come will come, and will not tarry.	818
Paul	Now the just shall live by faith: but if [any man] draw back, my soul shall have no pleasure in him.	819
Paul	But we are not of them who draw back unto perdition; but of them that believe to the saving of the soul.	820
Paul	Now faith is the substance of things hoped for, the evidence of things not seen.	821
Paul	For by it the elders obtained a good report.	822
Paul	Through faith we understand that the worlds were framed by the word of God, so that things which are seen were not made of things which do appear.	823
Paul	By faith Abel offered unto God a more excellent sacrifice than Cain, by which he obtained witness that he was righteous, God testifying of his gifts: and by it he being dead yet speaketh.	824
Paul	By faith Enoch was translated that he should not see death; and was not found, because God had translated him: for before his translation he had this testimony, that he pleased God.	825
Paul	But without faith [it is] impossible to please [him]: for he that cometh to God must believe that he is, and [that] he is a rewarder of them that diligently seek him.	826
Paul	By faith Noah, being warned of God of things not seen as yet, moved with fear, prepared an ark to the saving of his house; by the which he condemned the world, and became heir of the righteousness which is by faith.	827
Paul	By faith Abraham, when he was called to go out into a place which he should after receive for an inheritance, obeyed; and he went out, not knowing whither he went.	828
Paul	By faith he sojourned in the land of promise, as [in] a strange country, dwelling in tabernacles with Isaac and Jacob, the heirs with him of the same promise:	829
Paul	For he looked for a city which hath foundations, whose builder and maker [is] God.	830
Paul	Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.	831
Paul	Therefore sprang there even of one, and him as good as dead, [so many] as the stars of the sky in multitude, and as the sand which is by the sea shore innumerable.	832
Paul	These all died in faith, not having received the promises, but having seen them afar off, and were persuaded of [them], and embraced [them], and confessed that they were strangers and pilgrims on the earth.	833
Paul	For they that say such things declare plainly that they seek a country.	834
Paul	And truly, if they had been mindful of that [country] from whence they came out, they might have had opportunity to have returned.	835
Paul	But now they desire a better [country], that is, an heavenly: wherefore God is not ashamed to be called their God: for he hath prepared for them a city.	836
Paul	By faith Abraham, when he was tried, offered up Isaac: and he that had received the promises offered up his only begotten [son],	837
Paul	Of whom it was said, That in Isaac shall thy seed be called:	838
Paul	Accounting that God [was] able to raise [him] up, even from the dead; from whence also he received him in a figure.	839
Paul	By faith Isaac blessed Jacob and Esau concerning things to come.	840
Paul	By faith Jacob, when he was a dying, blessed both the sons of Joseph; and worshipped, [leaning] upon the top of his staff.	841
Paul	By faith Joseph, when he died, made mention of the departing of the children of Israel; and gave commandment concerning his bones.	842
Paul	By faith Moses, when he was born, was hid three months of his parents, because they saw [he was] a proper child; and they were not afraid of the king’s commandment.	843
Paul	By faith Moses, when he was come to years, refused to be called the son of Pharaoh’s daughter;	844
Paul	Choosing rather to suffer affliction with the people of God, than to enjoy the pleasures of sin for a season;	845
Paul	Esteeming the reproach of Christ greater riches than the treasures in Egypt: for he had respect unto the recompence of the reward.	846
Paul	By faith he forsook Egypt, not fearing the wrath of the king: for he endured, as seeing him who is invisible.	847
Paul	Through faith he kept the passover, and the sprinkling of blood, lest he that destroyed the firstborn should touch them.	848
Paul	By faith they passed through the Red sea as by dry [land]: which the Egyptians assaying to do were drowned.	849
Paul	By faith the walls of Jericho fell down, after they were compassed about seven days.	850
Paul	By faith the harlot Rahab perished not with them that believed not, when she had received the spies with peace.	851
Paul	And what shall I more say?	852
Paul	for the time would fail me to tell of Gedeon, and [of] Barak, and [of] Samson, and [of] Jephthae; [of] David also, and Samuel, and [of] the prophets:	853
Paul	Who through faith subdued kingdoms, wrought righteousness, obtained promises, stopped the mouths of lions,	854
Paul	Quenched the violence of fire, escaped the edge of the sword, out of weakness were made strong, waxed valiant in fight, turned to flight the armies of the aliens.	855
Paul	Women received their dead raised to life again: and others were tortured, not accepting deliverance; that they might obtain a better resurrection:	856
Paul	And others had trial of [cruel] mockings and scourgings, yea, moreover of bonds and imprisonment:	857
Paul	They were stoned, they were sawn asunder, were tempted, were slain with the sword: they wandered about in sheepskins and goatskins; being destitute, afflicted, tormented;	858
Paul	(Of whom the world was not worthy:) they wandered in deserts, and [in] mountains, and [in] dens and caves of the earth.	859
Paul	And these all, having obtained a good report through faith, received not the promise:	860
Paul	God having provided some better thing for us, that they without us should not be made perfect.	861
Paul	Wherefore seeing we also are compassed about with so great a cloud of witnesses, let us lay aside every weight, and the sin which doth so easily beset [us], and let us run with patience the race that is set before us,	862
Paul	Looking unto Jesus the author and finisher of [our] faith; who for the joy that was set before him endured the cross, despising the shame, and is set down at the right hand of the throne of God.	863
Paul	For consider him that endured such contradiction of sinners against himself, lest ye be wearied and faint in your minds.	864
Paul	Ye have not yet resisted unto blood, striving against sin.	865
Paul	And ye have forgotten the exhortation which speaketh unto you as unto children, My son, despise not thou the chastening of the Lord, nor faint when thou art rebuked of him:	866
Paul	For whom the Lord loveth he chasteneth, and scourgeth every son whom he receiveth.	867
Paul	If ye endure chastening, God dealeth with you as with sons; for what son is he whom the father chasteneth not?	868
Paul	But if ye be without chastisement, whereof all are partakers, then are ye bastards, and not sons.	869
Paul	Furthermore we have had fathers of our flesh which corrected [us], and we gave [them] reverence: shall we not much rather be in subjection unto the Father of spirits, and live?	870
Paul	For they verily for a few days chastened [us] after their own pleasure; but he for [our] profit, that [we] might be partakers of his holiness.	871
Paul	Now no chastening for the present seemeth to be joyous, but grievous: nevertheless afterward it yieldeth the peaceable fruit of righteousness unto them which are exercised thereby.	872
Paul	Wherefore lift up the hands which hang down, and the feeble knees;	873
Paul	And make straight paths for your feet, lest that which is lame be turned out of the way; but let it rather be healed.	874
Paul	Follow peace with all [men], and holiness, without which no man shall see the Lord:	875
Paul	Looking diligently lest any man fail of the grace of God; lest any root of bitterness springing up trouble [you], and thereby many be defiled;	876
Paul	Lest there [be] any fornicator, or profane person, as Esau, who for one morsel of meat sold his birthright.	877
Paul	For ye know how that afterward, when he would have inherited the blessing, he was rejected: for he found no place of repentance, though he sought it carefully with tears.	878
Paul	For ye are not come unto the mount that might be touched, and that burned with fire, nor unto blackness, and darkness, and tempest,	879
Paul	And the sound of a trumpet, and the voice of words; which [voice] they that heard intreated that the word should not be spoken to them any more:	880
Paul	(For they could not endure that which was commanded, And if so much as a beast touch the mountain, it shall be stoned, or thrust through with a dart:	881
Paul	And so terrible was the sight, [that] Moses said, I exceedingly fear and quake:)	882
Paul	But ye are come unto mount Sion, and unto the city of the living God, the heavenly Jerusalem, and to an innumerable company of angels,	883
Paul	To the general assembly and church of the firstborn, which are written in heaven, and to God the Judge of all, and to the spirits of just men made perfect,	884
Paul	And to Jesus the mediator of the new covenant, and to the blood of sprinkling, that speaketh better things than [that of] Abel.	885
Paul	See that ye refuse not him that speaketh.	886
Paul	For if they escaped not who refused him that spake on earth, much more [shall not] we [escape], if we turn away from him that [speaketh] from heaven:	887
Paul	Whose voice then shook the earth: but now he hath promised, saying, Yet once more I shake not the earth only, but also heaven.	888
Paul	And this [word], Yet once more, signifieth the removing of those things that are shaken, as of things that are made, that those things which cannot be shaken may remain.	889
Paul	Wherefore we receiving a kingdom which cannot be moved, let us have grace, whereby we may serve God acceptably with reverence and godly fear:	890
Paul	For our God [is] a consuming fire.	891
Paul	Let brotherly love continue.	892
Paul	Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.	893
Paul	Remember them that are in bonds, as bound with them; [and] them which suffer adversity, as being yourselves also in the body.	894
Paul	Marriage [is] honourable in all, and the bed undefiled: but whoremongers and adulterers God will judge.	895
Paul	[Let your] conversation [be] without covetousness; [and be] content with such things as ye have: for he hath said, I will never leave thee, nor forsake thee.	896
Paul	So that we may boldly say, The Lord [is] my helper, and I will not fear what man shall do unto me.	897
Paul	Remember them which have the rule over you, who have spoken unto you the word of God: whose faith follow, considering the end of [their] conversation.	898
Paul	Jesus Christ the same yesterday, and to day, and for ever.	899
Paul	Be not carried about with divers and strange doctrines.	900
Paul	For [it is] a good thing that the heart be established with grace; not with meats, which have not profited them that have been occupied therein.	901
Paul	We have an altar, whereof they have no right to eat which serve the tabernacle.	902
Paul	For the bodies of those beasts, whose blood is brought into the sanctuary by the high priest for sin, are burned without the camp.	903
Paul	Wherefore Jesus also, that he might sanctify the people with his own blood, suffered without the gate.	904
Paul	Let us go forth therefore unto him without the camp, bearing his reproach.	905
Paul	For here have we no continuing city, but we seek one to come.	906
Paul	By him therefore let us offer the sacrifice of praise to God continually, that is, the fruit of [our] lips giving thanks to his name.	907
Paul	But to do good and to communicate forget not: for with such sacrifices God is well pleased.	908
Paul	Obey them that have the rule over you, and submit yourselves: for they watch for your souls, as they that must give account, that they may do it with joy, and not with grief: for that [is] unprofitable for you.	909
Paul	Pray for us: for we trust we have a good conscience, in all things willing to live honestly.	910
Paul	But I beseech [you] the rather to do this, that I may be restored to you the sooner.	911
Paul	Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,	912
Paul	Make you perfect in every good work to do his will, working in you that which is wellpleasing in his sight, through Jesus Christ; to whom [be] glory for ever and ever.	913
Paul	Amen.	914
Paul	And I beseech you, brethren, suffer the word of exhortation: for I have written a letter unto you in few words.	915
Paul	Know ye that [our] brother Timothy is set at liberty; with whom, if he come shortly, I will see you.	916
Paul	Salute all them that have the rule over you, and all the saints.	917
Paul	They of Italy salute you.	918
Paul	Grace [be] with you all.	919
Paul	Amen.	920
Peter	Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:	921
Peter	Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,	922
Peter	According as his divine power hath given unto us all things that [pertain] unto life and godliness, through the knowledge of him that hath called us to glory and virtue:	923
Peter	Whereby are given unto us exceeding great and precious promises: that by these ye might be partakers of the divine nature, having escaped the corruption that is in the world through lust.	924
Peter	And beside this, giving all diligence, add to your faith virtue; and to virtue knowledge;	925
Peter	And to knowledge temperance; and to temperance patience; and to patience godliness;	926
Peter	And to godliness brotherly kindness; and to brotherly kindness charity.	927
Peter	For if these things be in you, and abound, they make [you that ye shall] neither [be] barren nor unfruitful in the knowledge of our Lord Jesus Christ.	928
Peter	But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.	929
Peter	Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:	930
Peter	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.	931
Peter	Wherefore I will not be negligent to put you always in remembrance of these things, though ye know [them], and be established in the present truth.	932
Peter	Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting [you] in remembrance;	933
Peter	Knowing that shortly I must put off [this] my tabernacle, even as our Lord Jesus Christ hath shewed me.	934
Peter	Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.	935
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	936
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	937
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	938
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	939
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	940
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	941
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	942
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	943
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	944
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	945
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	946
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	947
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	948
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	949
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	950
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	951
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	952
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	953
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	954
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	955
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	956
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	957
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	958
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	959
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	960
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	961
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	962
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	963
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	964
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	965
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	966
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	967
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	968
Peter	And saying, Where is the promise of his coming?	969
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	970
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	971
Peter	Whereby the world that then was, being overflowed with water, perished:	972
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	973
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	974
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	975
